County,City,Model_Year,Make,Model,EV_Type,CAFV_Eligibility,Electric_Range,Electric_Utility,Vehicle_Age,Has_Range_Data,Has_MSRP
King,Seattle,2024,Porsche,Macan,BEV,Eligible,308.0,City Of Seattle - (Wa),1,1,0
Snohomish,Bothell,2020,Kia,Niro,BEV,Eligible,239.0,Puget Sound Energy Inc,5,1,0
King,Redmond,2020,Tesla,Model Y,BEV,Eligible,291.0,Puget Sound Energy Inc,5,1,0
Snohomish,Bothell,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
Kitsap,Bainbridge Island,2018,Tesla,Model S,BEV,Eligible,249.0,Puget Sound Energy Inc,7,1,0
Skagit,Concrete,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
Snohomish,Snohomish,2017,Tesla,Model S,BEV,Eligible,210.0,Puget Sound Energy Inc,8,1,0
Snohomish,Edmonds,2016,Tesla,Model S,BEV,Eligible,210.0,Puget Sound Energy Inc,9,1,0
Snohomish,Edmonds,2025,Toyota,Bz4X,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Kitsap,Bremerton,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
Yakima,Selah,2025,Rivian,R1S,BEV,Unknown,,Pacificorp,0,0,0
Spokane,Spokane,2018,Tesla,Model 3,BEV,Eligible,215.0,Modern Electric Water Company,7,1,0
Skagit,Anacortes,2025,Lexus,Nx,PHEV,Eligible,37.0,Puget Sound Energy Inc,0,1,0
Thurston,Tumwater,2022,Bmw,330E,PHEV,Not Eligible,22.0,Puget Sound Energy Inc,3,1,0
Snohomish,Monroe,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Ferry,Kettle Falls,2020,Tesla,Model Y,BEV,Eligible,291.0,Avista Corp,5,1,0
Snohomish,Marysville,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
Thurston,Tumwater,2023,Chrysler,Pacifica,PHEV,Eligible,32.0,Puget Sound Energy Inc,2,1,0
King,Burien,2022,Bmw,X5,PHEV,Eligible,30.0,City Of Seattle - (Wa),3,1,0
King,Seattle,2019,Audi,E-Tron,BEV,Eligible,204.0,City Of Seattle - (Wa),6,1,0
Grant,Moses Lake,2017,Tesla,Model S,BEV,Eligible,210.0,Pud No 2 Of Grant County,8,1,0
Walla Walla,Walla Walla,2019,Tesla,Model 3,BEV,Eligible,220.0,Pacificorp,6,1,0
King,Seattle,2020,Kia,Niro,BEV,Eligible,239.0,City Of Seattle - (Wa),5,1,0
Yakima,Yakima,2022,Tesla,Model 3,BEV,Unknown,,Pacificorp,3,0,0
Spokane,Spokane,2017,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Modern Electric Water Company,8,1,0
Snohomish,Edmonds,2020,Tesla,Model 3,BEV,Eligible,322.0,Puget Sound Energy Inc,5,1,0
Kitsap,Bainbridge Island,2017,Nissan,Leaf,BEV,Eligible,107.0,Puget Sound Energy Inc,8,1,0
Snohomish,Bothell,2024,Kia,Ev9,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Yakima,Yakima,2025,Mitsubishi,Outlander,PHEV,Eligible,38.0,Pacificorp,0,1,0
Snohomish,Lynnwood,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
Thurston,Olympia,2024,Jeep,Wrangler,PHEV,Not Eligible,21.0,Puget Sound Energy Inc,1,1,0
Yakima,Moxee,2017,Tesla,Model S,BEV,Eligible,210.0,Pacificorp,8,1,0
Skagit,Anacortes,2023,Volvo,Xc40,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Yakima,Yakima,2025,Bmw,X5,PHEV,Eligible,40.0,Pacificorp,0,1,0
Snohomish,Bothell,2023,Kia,Sportage,PHEV,Eligible,34.0,Puget Sound Energy Inc,2,1,0
Yakima,Yakima,2018,Tesla,Model 3,BEV,Eligible,215.0,Pacificorp,7,1,0
King,Kirkland,2023,Chevrolet,Bolt Ev,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2023,Volkswagen,Id.4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2023,Volvo,C40,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Newcastle,2022,Porsche,Taycan,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Kirkland,2021,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bothell,2024,Genesis,Gv60,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Renton,2024,Nissan,Leaf,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Redmond,2025,Bmw,X5,PHEV,Eligible,40.0,Puget Sound Energy Inc,0,1,0
King,Redmond,2024,Rivian,R1S,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Redmond,2023,Kia,Niro,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Yakima,Yakima,2018,Tesla,Model 3,BEV,Eligible,215.0,Pacificorp,7,1,0
King,Issaquah,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Kirkland,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
King,Seattle,2024,Rivian,R1S,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2025,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Redmond,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kirkland,2024,Kia,Sportage,PHEV,Eligible,34.0,Puget Sound Energy Inc,1,1,0
King,Kirkland,2023,Rivian,R1S,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Auburn,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2024,Bmw,Ix,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Vancouver,2024,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,1,0,0
King,Auburn,2024,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2018,Tesla,Model 3,BEV,Eligible,215.0,City Of Seattle - (Wa),7,1,0
King,Seattle,2020,Tesla,Model 3,BEV,Eligible,266.0,City Of Seattle - (Wa),5,1,0
King,Redmond,2023,Rivian,R1T,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Covington,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Seattle,2023,Chevrolet,Bolt Ev,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
Snohomish,Lake Stevens,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2024,Bmw,Ix,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2020,Tesla,Model 3,BEV,Eligible,266.0,Puget Sound Energy Inc,5,1,0
King,Seattle,2024,Mercedes-Benz,Gle-Class,PHEV,Eligible,48.0,City Of Seattle - (Wa),1,1,0
Thurston,Olympia,2024,Ford,Mustang Mach-E,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Burien,2024,Volkswagen,Id.4,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Kitsap,Kingston,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Redmond,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kirkland,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2024,Hyundai,Tucson,PHEV,Eligible,33.0,City Of Seattle - (Wa),1,1,0
King,Issaquah,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Clark,Vancouver,2020,Nissan,Leaf,BEV,Eligible,215.0,Bonneville Power Administration,5,1,0
Cowlitz,Castle Rock,2020,Nissan,Leaf,BEV,Eligible,149.0,Bonneville Power Administration,5,1,0
Thurston,Olympia,2022,Kia,Ev6,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Jefferson,Port Townsend,2019,Nissan,Leaf,BEV,Eligible,150.0,Bonneville Power Administration,6,1,0
Clark,Vancouver,2025,Rivian,R1S,BEV,Unknown,,Bonneville Power Administration,0,0,0
King,Renton,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Vancouver,2022,Hyundai,Santa Fe,PHEV,Eligible,31.0,Bonneville Power Administration,3,1,0
King,Seattle,2019,Volkswagen,E-Golf,BEV,Eligible,125.0,City Of Seattle - (Wa),6,1,0
King,Kirkland,2017,Nissan,Leaf,BEV,Eligible,107.0,Puget Sound Energy Inc,8,1,0
King,Bellevue,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Redmond,2024,Fiat,500E,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Medina,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Kent,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2016,Tesla,Model S,BEV,Eligible,210.0,Puget Sound Energy Inc,9,1,0
King,Bellevue,2024,Audi,Q4,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2022,Nissan,Leaf,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Kirkland,2022,Kia,Sorento,PHEV,Eligible,32.0,Puget Sound Energy Inc,3,1,0
King,Bothell,2025,Cadillac,Lyriq,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Bellevue,2021,Tesla,Model S,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Seattle,2025,Kia,Sportage,PHEV,Eligible,34.0,City Of Seattle - (Wa),0,1,0
Clark,Vancouver,2024,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,1,0,0
King,Federal Way,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2020,Porsche,Taycan,BEV,Eligible,203.0,Puget Sound Energy Inc,5,1,0
Clark,Vancouver,2023,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Kent,2024,Jeep,Grand Cherokee,PHEV,Not Eligible,25.0,Puget Sound Energy Inc,1,1,0
King,Kirkland,2019,Audi,E-Tron,BEV,Eligible,204.0,Puget Sound Energy Inc,6,1,0
King,Bellevue,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2022,Bmw,X5,PHEV,Eligible,30.0,Puget Sound Energy Inc,3,1,0
King,Auburn,2025,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2025,Bmw,X5,PHEV,Eligible,40.0,City Of Seattle - (Wa),0,1,0
King,Auburn,2022,Kia,Ev6,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Yakima,Yakima,2018,Tesla,Model 3,BEV,Eligible,215.0,Pacificorp,7,1,0
King,Bellevue,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Vancouver,2023,Bmw,Ix,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Kirkland,2017,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Puget Sound Energy Inc,8,1,0
King,Seattle,2025,Kia,Sorento,PHEV,Eligible,30.0,City Of Seattle - (Wa),0,1,0
King,Sammamish,2025,Bmw,550E,PHEV,Eligible,40.0,Puget Sound Energy Inc,0,1,0
King,Seattle,2021,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
King,Kirkland,2023,Genesis,Gv60,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Thurston,Olympia,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2022,Chrysler,Pacifica,PHEV,Eligible,32.0,Puget Sound Energy Inc,3,1,0
King,Bothell,2021,Chevrolet,Bolt Ev,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Federal Way,2022,Kia,Ev6,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Snohomish,Lake Stevens,2022,Kia,Ev6,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Redmond,2017,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Puget Sound Energy Inc,8,1,0
King,Newcastle,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2023,Ford,Mustang Mach-E,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Seattle,2020,Tesla,Model Y,BEV,Eligible,291.0,City Of Seattle - (Wa),5,1,0
King,Seattle,2025,Kia,Sorento,PHEV,Eligible,30.0,City Of Seattle - (Wa),0,1,0
Clark,Vancouver,2023,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,2,0,0
Clark,Vancouver,2023,Tesla,Model 3,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Seattle,2024,Tesla,Model X,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Issaquah,2020,Tesla,Model Y,BEV,Eligible,291.0,Puget Sound Energy Inc,5,1,0
King,Bellevue,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Sammamish,2022,Tesla,Model S,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Bellevue,2023,Genesis,Gv60,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2023,Tesla,Model X,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
Snohomish,Lynnwood,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Seattle,2021,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
Clark,Vancouver,2025,Kia,Sportage,PHEV,Eligible,34.0,Bonneville Power Administration,0,1,0
Clark,Battle Ground,2021,Tesla,Model 3,BEV,Unknown,,Bonneville Power Administration,4,0,0
Snohomish,Everett,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Thurston,Olympia,2022,Chrysler,Pacifica,PHEV,Eligible,32.0,Puget Sound Energy Inc,3,1,0
King,Bellevue,2025,Kia,Sportage,PHEV,Eligible,34.0,Puget Sound Energy Inc,0,1,0
King,Tukwila,2022,Chevrolet,Bolt Euv,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
Clark,Vancouver,2023,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Kirkland,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Burien,2025,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
Clark,Vancouver,2019,Mitsubishi,Outlander,PHEV,Not Eligible,22.0,Bonneville Power Administration,6,1,0
King,Bellevue,2017,Tesla,Model S,BEV,Eligible,210.0,Puget Sound Energy Inc,8,1,0
King,Kirkland,2025,Genesis,Gv60,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kent,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Clark,Vancouver,2021,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,4,0,0
Snohomish,Bothell,2024,Subaru,Solterra,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2025,Porsche,Taycan,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Renton,2022,Porsche,Taycan,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Clark,Vancouver,2021,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,4,0,0
King,Kirkland,2022,Volkswagen,Id.4,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Sammamish,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Seattle,2025,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Newcastle,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Bellevue,2021,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
Kitsap,Bainbridge Island,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2019,Volkswagen,E-Golf,BEV,Eligible,125.0,Puget Sound Energy Inc,6,1,0
King,Kirkland,2021,Audi,E-Tron Sportback,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Seattle,2024,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Kirkland,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2019,Volkswagen,E-Golf,BEV,Eligible,125.0,Puget Sound Energy Inc,6,1,0
King,Bellevue,2025,Porsche,Macan,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2025,Ford,Mustang Mach-E,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
Thurston,Olympia,2022,Ford,Mustang Mach-E,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Kirkland,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Camas,2024,Lexus,Nx,PHEV,Eligible,37.0,Bonneville Power Administration,1,1,0
King,Seattle,2023,Hyundai,Ioniq 5,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Kirkland,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Auburn,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Newcastle,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2019,Tesla,Model 3,BEV,Eligible,220.0,City Of Seattle - (Wa),6,1,0
King,Seattle,2024,Honda,Prologue,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Newcastle,2019,Tesla,Model X,BEV,Eligible,289.0,Puget Sound Energy Inc,6,1,0
Snohomish,Snohomish,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
Yakima,Selah,2024,Honda,Prologue,BEV,Unknown,,Pacificorp,1,0,0
Cowlitz,Castle Rock,2023,Tesla,Model S,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Kirkland,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
Clark,Vancouver,2026,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,0,0,0
Clark,Vancouver,2024,Honda,Prologue,BEV,Unknown,,Bonneville Power Administration,1,0,0
King,Normandy Park,2022,Ford,Mustang Mach-E,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Redmond,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2024,Nissan,Ariya,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Clark,Vancouver,2019,Tesla,Model 3,BEV,Eligible,220.0,Bonneville Power Administration,6,1,0
King,Seattle,2025,Rivian,R1S,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
Thurston,Olympia,2023,Ford,Escape,PHEV,Eligible,37.0,Puget Sound Energy Inc,2,1,0
King,Seattle,2021,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
King,Kent,2021,Volkswagen,Id.4,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
Snohomish,Lake Stevens,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Auburn,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kirkland,2025,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Jefferson,Port Ludlow,2024,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Bonneville Power Administration,1,1,0
King,Seattle,2022,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Seattle,2018,Chrysler,Pacifica,PHEV,Eligible,33.0,City Of Seattle - (Wa),7,1,0
King,Seattle,2024,Cadillac,Lyriq,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Kitsap,Seabeck,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Renton,2025,Toyota,Bz4X,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Bellevue,2018,Tesla,Model X,BEV,Eligible,238.0,Puget Sound Energy Inc,7,1,0
King,Seattle,2018,Chrysler,Pacifica,PHEV,Eligible,33.0,City Of Seattle - (Wa),7,1,0
King,Seattle,2025,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Medina,2025,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kent,2019,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Puget Sound Energy Inc,6,1,0
King,Seattle,2024,Bmw,I4,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Clark,Vancouver,2013,Tesla,Model S,BEV,Eligible,208.0,Bonneville Power Administration,12,1,1
King,Kent,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Bothell,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Snohomish,Lake Stevens,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2023,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Kirkland,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Kenmore,2022,Bmw,X5,PHEV,Eligible,30.0,Puget Sound Energy Inc,3,1,0
King,Kent,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Snohomish,Lynnwood,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
Clark,Vancouver,2022,Porsche,Taycan,BEV,Unknown,,Bonneville Power Administration,3,0,0
King,Seattle,2024,Kia,Ev9,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Clark,Vancouver,2024,Jeep,Grand Cherokee,PHEV,Not Eligible,25.0,Bonneville Power Administration,1,1,0
King,Kent,2018,Tesla,Model S,BEV,Eligible,249.0,Puget Sound Energy Inc,7,1,0
King,Kirkland,2018,Tesla,Model X,BEV,Eligible,238.0,Puget Sound Energy Inc,7,1,0
King,Kent,2022,Kia,Ev6,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Renton,2020,Tesla,Model 3,BEV,Eligible,322.0,Puget Sound Energy Inc,5,1,0
King,Kirkland,2024,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Vancouver,2021,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Bonneville Power Administration,4,1,0
King,Kent,2023,Ford,Mustang Mach-E,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Newcastle,2024,Porsche,Taycan,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2023,Volvo,S60,PHEV,Eligible,41.0,Puget Sound Energy Inc,2,1,0
King,Bellevue,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Bellevue,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
King,Seattle,2024,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
Clark,Vancouver,2024,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,1,0,0
King,Kent,2023,Subaru,Solterra,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2021,Jeep,Wrangler,PHEV,Not Eligible,25.0,Puget Sound Energy Inc,4,1,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Bellevue,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2020,Ford,Fusion,PHEV,Not Eligible,26.0,Puget Sound Energy Inc,5,1,0
King,Redmond,2023,Mini,Hardtop,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2025,Nissan,Ariya,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Clark,Vancouver,2024,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,1,0,0
Clark,Vancouver,2023,Tesla,Model 3,BEV,Unknown,,Bonneville Power Administration,2,0,0
Clark,Brush Prairie,2025,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,0,0,0
King,Burien,2025,Mazda,Cx-90,PHEV,Not Eligible,26.0,City Of Seattle - (Wa),0,1,0
King,Kirkland,2020,Audi,Q5 E,PHEV,Not Eligible,20.0,Puget Sound Energy Inc,5,1,0
King,Bellevue,2024,Kia,Ev6,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bothell,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
Clark,Camas,2022,Tesla,Model 3,BEV,Unknown,,Bonneville Power Administration,3,0,0
Thurston,Olympia,2019,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Puget Sound Energy Inc,6,1,0
Clark,Vancouver,2025,Ford,Mustang Mach-E,BEV,Unknown,,Bonneville Power Administration,0,0,0
King,Seattle,2024,Volvo,Xc60,PHEV,Eligible,35.0,City Of Seattle - (Wa),1,1,0
King,Kirkland,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Clark,Vancouver,2021,Chrysler,Pacifica,PHEV,Eligible,32.0,Bonneville Power Administration,4,1,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Snohomish,Lake Stevens,2021,Volkswagen,Id.4,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Newcastle,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2022,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Seattle,2023,Tesla,Model X,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
Snohomish,Lake Stevens,2025,Hyundai,Kona,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Issaquah,2023,Subaru,Solterra,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Thurston,Lacey,2022,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Thurston,Tenino,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Seattle,2024,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Kent,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Yakima,Yakima,2025,Hyundai,Ioniq 5,BEV,Unknown,,Pacificorp,0,0,0
